Datetime,Temperature_Comedor_Sensor,Temperature_Habitacion_Sensor
2012-03-14 08:45:00,16.1227,17.3987
2012-03-14 09:00:00,16.246,17.7927
2012-03-14 09:15:00,16.4007,18.2633
2012-03-14 09:30:00,16.6693,18.712
2012-03-14 09:45:00,16.9007,19.2667
2012-03-14 10:00:00,17.1213,19.8067
2012-03-14 10:15:00,17.3767,20.3413
2012-03-14 10:30:00,17.7033,20.8453
2012-03-14 10:45:00,18.096,21.452
2012-03-14 11:00:00,18.4513,21.788
2012-03-14 11:15:00,18.76,21.836
2012-03-14 11:30:00,19.122,21.6173
2012-03-14 11:45:00,19.546,21.424
2012-03-14 12:00:00,20.0367,21.6
2012-03-14 12:15:00,20.4673,21.8587
2012-03-14 12:30:00,20.832,22.0573
2012-03-14 12:45:00,21.216,22.1907
2012-03-14 13:00:00,21.6253,22.34
2012-03-14 13:15:00,21.8947,22.4707
2012-03-14 13:30:00,22.1773,22.62
2012-03-14 13:45:00,22.3373,22.624
2012-03-14 14:00:00,22.4733,22.692
2012-03-14 14:15:00,22.612,22.7347
2012-03-14 14:30:00,22.7813,22.78
2012-03-14 14:45:00,22.912,22.816
2012-03-14 15:00:00,22.992,22.8213
2012-03-14 15:15:00,23.088,22.808
2012-03-14 15:30:00,23.148,22.776
2012-03-14 15:45:00,23.164,22.7347
2012-03-14 16:00:00,23.132,22.6907
2012-03-14 16:15:00,23.128,22.608
2012-03-14 16:30:00,23.0627,22.5613
2012-03-14 16:45:00,22.996,22.484
2012-03-14 17:00:00,22.9333,22.3867
2012-03-14 17:15:00,22.8213,22.2987
2012-03-14 17:30:00,22.716,22.1787
2012-03-14 17:45:00,22.5893,22.064
2012-03-14 18:00:00,22.484,21.952
2012-03-14 18:15:00,22.3813,21.8613
2012-03-14 18:30:00,22.2627,21.74
2012-03-14 18:45:00,22.156,21.624
2012-03-14 19:00:00,22.044,21.496
2012-03-14 19:15:00,21.92,21.3867
2012-03-14 19:30:00,21.82,21.2507
2012-03-14 19:45:00,21.6973,21.1293
2012-03-14 20:00:00,21.5627,21.028
2012-03-14 20:15:00,21.4453,20.896
2012-03-14 20:30:00,21.304,20.816
2012-03-14 20:45:00,21.18,20.6813
2012-03-14 21:00:00,21.04,20.572
2012-03-14 21:15:00,20.8987,20.4173
2012-03-14 21:30:00,20.7747,20.308
2012-03-14 21:45:00,20.652,20.1407
2012-03-14 22:00:00,20.532,19.9987
2012-03-14 22:15:00,20.4067,19.9033
2012-03-14 22:30:00,20.264,19.7833
2012-03-14 22:45:00,20.136,19.658
2012-03-14 23:00:00,20.0227,19.52
2012-03-14 23:15:00,19.866,19.4027
2012-03-14 23:30:00,19.7607,19.3573
2012-03-14 23:45:00,19.8147,19.5787
2012-03-15 00:00:00,19.8147,19.672
2012-03-15 00:15:00,19.7553,19.7
2012-03-15 00:30:00,19.6867,19.7033
2012-03-15 00:45:00,19.5833,19.684
2012-03-15 01:00:00,19.482,19.648
2012-03-15 01:15:00,19.3353,19.55
2012-03-15 01:30:00,19.2267,19.4333
2012-03-15 01:45:00,19.1367,19.382
2012-03-15 02:00:00,19.05,19.3153
2012-03-15 02:15:00,18.9727,19.3
2012-03-15 02:30:00,18.8867,19.2733
2012-03-15 02:45:00,18.8027,19.2267
2012-03-15 03:00:00,18.7287,19.1367
2012-03-15 03:15:00,18.6713,19.13
2012-03-15 03:30:00,18.6047,19.1133
2012-03-15 03:45:00,18.5513,19.0867
2012-03-15 04:00:00,18.5067,19.06
2012-03-15 04:15:00,18.4533,19.048
2012-03-15 04:30:00,18.4007,19.004
2012-03-15 04:45:00,18.3567,19.0
2012-03-15 05:00:00,18.33,19.0
2012-03-15 05:15:00,18.2827,18.99
2012-03-15 05:30:00,18.2267,18.9447
2012-03-15 05:45:00,18.1393,18.9207
2012-03-15 06:00:00,18.068,18.8607
2012-03-15 06:15:00,18.0233,18.7953
2012-03-15 06:30:00,17.956,18.7267
2012-03-15 06:45:00,17.8847,18.672
2012-03-15 07:00:00,17.83,18.6067
2012-03-15 07:15:00,17.7513,18.54
2012-03-15 07:30:00,17.7287,18.5
2012-03-15 07:45:00,17.7133,18.496
2012-03-15 08:00:00,17.7133,18.52
2012-03-15 08:15:00,17.708,18.4907
2012-03-15 08:30:00,17.596,18.1873
2012-03-15 08:45:00,17.5847,18.0307
2012-03-15 09:00:00,17.622,18.04
2012-03-15 09:15:00,17.704,18.036
2012-03-15 09:30:00,17.82,18.0753
2012-03-15 09:45:00,17.918,18.166
2012-03-15 10:00:00,18.0507,18.204
2012-03-15 10:15:00,18.222,18.316
2012-03-15 10:30:00,18.3893,18.4647
2012-03-15 10:45:00,18.58,18.6193
2012-03-15 11:00:00,18.7587,18.7947
2012-03-15 11:15:00,18.962,18.9613
2012-03-15 11:30:00,19.164,19.1713
2012-03-15 11:45:00,19.378,19.3553
2012-03-15 12:00:00,19.59,19.532
2012-03-15 12:15:00,19.7993,19.724
2012-03-15 12:30:00,19.9867,19.9
2012-03-15 12:45:00,20.1427,20.0133
2012-03-15 13:00:00,20.324,20.1993
2012-03-15 13:15:00,20.5067,20.352
2012-03-15 13:30:00,20.6693,20.476
2012-03-15 13:45:00,20.836,20.5773
2012-03-15 14:00:00,20.972,20.644
2012-03-15 14:15:00,21.0907,20.7027
2012-03-15 14:30:00,21.232,20.744
2012-03-15 14:45:00,21.3573,20.8133
2012-03-15 15:00:00,21.44,20.844
2012-03-15 15:15:00,21.508,20.8107
2012-03-15 15:30:00,21.5493,20.8187
2012-03-15 15:45:00,21.5587,20.8373
2012-03-15 16:00:00,21.584,20.8347
2012-03-15 16:15:00,21.5627,20.8013
2012-03-15 16:30:00,21.544,20.792
2012-03-15 16:45:00,21.508,20.732
2012-03-15 17:00:00,21.436,20.676
2012-03-15 17:15:00,21.3613,20.628
2012-03-15 17:30:00,21.2613,20.5493
2012-03-15 17:45:00,21.164,20.454
2012-03-15 18:00:00,21.0627,20.36
2012-03-15 18:15:00,20.9653,20.2733
2012-03-15 18:30:00,20.844,20.1627
2012-03-15 18:45:00,20.7307,20.0473
2012-03-15 19:00:00,20.62,19.9367
2012-03-15 19:15:00,20.512,19.856
2012-03-15 19:30:00,20.3933,19.7567
2012-03-15 19:45:00,20.278,19.6433
2012-03-15 20:00:00,20.172,19.52
2012-03-15 20:15:00,20.0567,19.4367
2012-03-15 20:30:00,19.9253,19.338
2012-03-15 20:45:00,19.812,19.22
2012-03-15 21:00:00,19.692,19.1167
2012-03-15 21:15:00,19.5873,18.9793
2012-03-15 21:30:00,19.46,18.8913
2012-03-15 21:45:00,19.342,18.7913
2012-03-15 22:00:00,19.2353,18.6867
2012-03-15 22:15:00,19.1,18.58
2012-03-15 22:30:00,18.9687,18.44
2012-03-15 22:45:00,18.8733,18.3333
2012-03-15 23:00:00,18.7487,18.2247
2012-03-15 23:15:00,18.6267,18.0773
2012-03-15 23:30:00,18.5293,17.98
2012-03-15 23:45:00,18.4027,17.862
2012-03-16 00:00:00,18.2813,17.766
2012-03-16 00:15:00,18.1533,17.6153
2012-03-16 00:30:00,18.0213,17.516
2012-03-16 00:45:00,17.8933,17.42
2012-03-16 01:00:00,17.7953,17.312
2012-03-16 01:15:00,17.67,17.1813
2012-03-16 01:30:00,17.5487,17.0573
2012-03-16 01:45:00,17.4327,16.9153
2012-03-16 02:00:00,17.3387,16.78
2012-03-16 02:15:00,17.1967,16.6573
2012-03-16 02:30:00,17.072,16.53
2012-03-16 02:45:00,16.9487,16.384
2012-03-16 03:00:00,16.8467,16.29
2012-03-16 03:15:00,16.726,16.1487
2012-03-16 03:30:00,16.5987,16.032
2012-03-16 03:45:00,16.4673,15.9367
2012-03-16 04:00:00,16.3527,15.8313
2012-03-16 04:15:00,16.214,15.7127
2012-03-16 04:30:00,16.1107,15.5847
2012-03-16 04:45:00,16.0,15.4687
2012-03-16 05:00:00,15.862,15.3593
2012-03-16 05:15:00,15.756,15.212
2012-03-16 05:30:00,15.6367,15.12
2012-03-16 05:45:00,15.5093,14.9953
2012-03-16 06:00:00,15.392,14.8627
2012-03-16 06:15:00,15.294,14.7667
2012-03-16 06:30:00,15.19,14.6507
2012-03-16 06:45:00,15.0973,14.556
2012-03-16 07:00:00,15.0,14.458
2012-03-16 07:15:00,14.916,14.41
2012-03-16 07:30:00,14.8547,14.342
2012-03-16 07:45:00,14.8233,14.3067
2012-03-16 08:00:00,14.83,14.2733
2012-03-16 08:15:00,14.8587,14.2967
2012-03-16 08:30:00,14.9367,14.3753
2012-03-16 08:45:00,15.0327,14.472
2012-03-16 09:00:00,15.1393,14.594
2012-03-16 09:15:00,15.2927,14.7667
2012-03-16 09:30:00,15.464,14.9827
2012-03-16 09:45:00,15.6707,15.1887
2012-03-16 10:00:00,15.9227,15.438
2012-03-16 10:15:00,16.1753,15.684
2012-03-16 10:30:00,16.424,15.9567
2012-03-16 10:45:00,16.724,16.244
2012-03-16 11:00:00,16.9613,16.558
2012-03-16 11:15:00,17.2313,16.844
2012-03-16 11:30:00,17.484,17.142
2012-03-16 11:45:00,17.7447,17.4187
2012-03-16 12:00:00,18.0153,17.682
2012-03-16 12:15:00,18.292,17.952
2012-03-16 12:30:00,18.546,18.166
2012-03-16 12:45:00,18.7927,18.4153
2012-03-16 13:00:00,18.9967,18.6153
2012-03-16 13:15:00,19.23,18.7973
2012-03-16 13:30:00,19.4493,19.002
2012-03-16 13:45:00,19.6587,19.1847
2012-03-16 14:00:00,19.8467,19.3053
2012-03-16 14:15:00,20.0373,19.4547
2012-03-16 14:30:00,20.2107,19.59
2012-03-16 14:45:00,20.3667,19.694
2012-03-16 15:00:00,20.5007,19.7767
2012-03-16 15:15:00,20.612,19.8
2012-03-16 15:30:00,20.7027,19.8373
2012-03-16 15:45:00,20.7467,19.894
2012-03-16 16:00:00,20.7973,19.92
2012-03-16 16:15:00,20.804,19.93
2012-03-16 16:30:00,20.808,19.8893
2012-03-16 16:45:00,20.7547,19.886
2012-03-16 17:00:00,20.7147,19.8467
2012-03-16 17:15:00,20.6627,19.7767
2012-03-16 17:30:00,20.5747,19.7467
2012-03-16 17:45:00,20.5133,19.684
2012-03-16 18:00:00,20.43,19.6
2012-03-16 18:15:00,20.3293,19.542
2012-03-16 18:30:00,20.2373,19.4533
2012-03-16 18:45:00,20.166,19.3887
2012-03-16 19:00:00,20.0807,19.328
2012-03-16 19:15:00,19.9993,19.2867
2012-03-16 19:30:00,19.9007,19.184
2012-03-16 19:45:00,19.8167,19.1367
2012-03-16 20:00:00,19.732,19.0647
2012-03-16 20:15:00,19.6387,18.9627
2012-03-16 20:30:00,19.554,18.896
2012-03-16 20:45:00,19.4633,18.8153
2012-03-16 21:00:00,19.35,18.7227
2012-03-16 21:15:00,19.2593,18.6173
2012-03-16 21:30:00,19.162,18.52
2012-03-16 21:45:00,19.046,18.4573
2012-03-16 22:00:00,18.954,18.3593
2012-03-16 22:15:00,18.8467,18.232
2012-03-16 22:30:00,18.7407,18.1647
2012-03-16 22:45:00,18.6447,18.0867
2012-03-16 23:00:00,18.5533,17.9947
2012-03-16 23:15:00,18.4487,17.8553
2012-03-16 23:30:00,18.336,17.8007
2012-03-16 23:45:00,18.2307,17.7053
2012-03-17 00:00:00,18.1367,17.6067
2012-03-17 00:15:00,18.0273,17.508
2012-03-17 00:30:00,17.912,17.4033
2012-03-17 00:45:00,17.8267,17.3527
2012-03-17 01:00:00,17.73,17.2427
2012-03-17 01:15:00,17.6147,17.1433
2012-03-17 01:30:00,17.522,17.054
2012-03-17 01:45:00,17.4207,16.9433
2012-03-17 02:00:00,17.3353,16.8427
2012-03-17 02:15:00,17.2207,16.722
2012-03-17 02:30:00,17.1087,16.6233
2012-03-17 02:45:00,17.0033,16.53
2012-03-17 03:00:00,16.9047,16.4233
2012-03-17 03:15:00,16.8193,16.326
2012-03-17 03:30:00,16.7153,16.2247
2012-03-17 03:45:00,16.5953,16.1033
2012-03-17 04:00:00,16.4847,15.9947
2012-03-17 04:15:00,16.3653,15.9033
2012-03-17 04:30:00,16.2653,15.8133
2012-03-17 04:45:00,16.1733,15.7187
2012-03-17 05:00:00,16.0647,15.6307
2012-03-17 05:15:00,15.962,15.5447
2012-03-17 05:30:00,15.8787,15.4367
2012-03-17 05:45:00,15.78,15.3247
2012-03-17 06:00:00,15.6987,15.26
2012-03-17 06:15:00,15.6027,15.1807
2012-03-17 06:30:00,15.5007,15.074
2012-03-17 06:45:00,15.43,15.004
2012-03-17 07:00:00,15.3713,14.9533
2012-03-17 07:15:00,15.3433,14.8947
2012-03-17 07:30:00,15.3007,14.868
2012-03-17 07:45:00,15.2947,14.8333
2012-03-17 08:00:00,15.3207,14.856
2012-03-17 08:15:00,15.3673,14.8933
2012-03-17 08:30:00,15.4533,14.9893
2012-03-17 08:45:00,15.5667,15.1233
2012-03-17 09:00:00,15.7193,15.3167
2012-03-17 09:15:00,15.912,15.52
2012-03-17 09:30:00,16.1507,15.7787
2012-03-17 09:45:00,16.404,16.0433
2012-03-17 10:00:00,16.7087,16.3513
2012-03-17 10:15:00,17.0047,16.6787
2012-03-17 10:30:00,17.3027,17.0093
2012-03-17 10:45:00,17.6147,17.3733
2012-03-17 11:00:00,17.9253,17.7327
2012-03-17 11:15:00,18.2773,18.0813
2012-03-17 11:30:00,18.634,18.462
2012-03-17 11:45:00,18.9313,18.8107
2012-03-17 12:00:00,19.278,19.168
2012-03-17 12:15:00,19.6307,19.5113
2012-03-17 12:30:00,19.9507,19.8427
2012-03-17 12:45:00,20.2887,20.146
2012-03-17 13:00:00,20.5953,20.4473
2012-03-17 13:15:00,20.8707,20.74
2012-03-17 13:30:00,21.1547,20.9973
2012-03-17 13:45:00,21.4453,21.1987
2012-03-17 14:00:00,21.7227,21.48
2012-03-17 14:15:00,21.984,21.7
2012-03-17 14:30:00,22.2307,21.9
2012-03-17 14:45:00,22.44,22.0813
2012-03-17 15:00:00,22.6267,22.2333
2012-03-17 15:15:00,22.8093,22.3627
2012-03-17 15:30:00,22.96,22.428
2012-03-17 15:45:00,23.088,22.5453
2012-03-17 16:00:00,23.168,22.608
2012-03-17 16:15:00,23.2293,22.656
2012-03-17 16:30:00,23.2533,22.6987
2012-03-17 16:45:00,23.292,22.6933
2012-03-17 17:00:00,23.2853,22.7213
2012-03-17 17:15:00,23.2373,22.7067
2012-03-17 17:30:00,23.232,22.7
2012-03-17 17:45:00,23.2107,22.672
2012-03-17 18:00:00,23.168,22.664
2012-03-17 18:15:00,23.124,22.62
2012-03-17 18:30:00,23.0693,22.58
2012-03-17 18:45:00,23.008,22.5453
2012-03-17 19:00:00,22.9413,22.46
2012-03-17 19:15:00,22.88,22.4147
2012-03-17 19:30:00,22.8147,22.344
2012-03-17 19:45:00,22.7533,22.312
2012-03-17 20:00:00,22.6707,22.24
2012-03-17 20:15:00,22.5813,22.1413
2012-03-17 20:30:00,22.5013,22.064
2012-03-17 20:45:00,22.4107,21.944
2012-03-17 21:00:00,22.296,21.8347
2012-03-17 21:15:00,22.2107,21.7267
2012-03-17 21:30:00,22.1053,21.6413
2012-03-17 21:45:00,22.0293,21.5427
2012-03-17 22:00:00,21.916,21.44
2012-03-17 22:15:00,21.828,21.332
2012-03-17 22:30:00,21.7053,21.244
2012-03-17 22:45:00,21.5867,21.1333
2012-03-17 23:00:00,21.468,21.0173
2012-03-17 23:15:00,21.3507,20.9267
2012-03-17 23:30:00,21.232,20.8133
2012-03-17 23:45:00,21.1067,20.7027
2012-03-18 00:00:00,20.996,20.608
2012-03-18 00:15:00,20.8947,20.4853
2012-03-18 00:30:00,20.776,20.392
2012-03-18 00:45:00,20.6987,20.3007
2012-03-18 01:00:00,20.592,20.188
2012-03-18 01:15:00,20.5147,20.1073
2012-03-18 01:30:00,20.4233,20.0
2012-03-18 01:45:00,20.3433,19.9493
2012-03-18 02:00:00,20.2673,19.8933
2012-03-18 02:15:00,20.1793,19.7733
2012-03-18 02:30:00,20.096,19.74
2012-03-18 02:45:00,20.0233,19.65
2012-03-18 03:00:00,19.9293,19.5467
2012-03-18 03:15:00,19.852,19.478
2012-03-18 03:30:00,19.7693,19.4033
2012-03-18 03:45:00,19.6713,19.3153
2012-03-18 04:00:00,19.5687,19.204
2012-03-18 04:15:00,19.4567,19.1167
2012-03-18 04:30:00,19.3667,18.988
2012-03-18 04:45:00,19.2673,18.8993
2012-03-18 05:00:00,19.1653,18.8007
2012-03-18 05:15:00,19.0533,18.6707
2012-03-18 05:30:00,18.9553,18.6
2012-03-18 05:45:00,18.87,18.5007
2012-03-18 06:00:00,18.77,18.3613
2012-03-18 06:15:00,18.664,18.2667
2012-03-18 06:30:00,18.566,18.18
2012-03-18 06:45:00,18.4827,18.09
2012-03-18 07:00:00,18.3767,18.0127
2012-03-18 07:15:00,18.322,17.9267
2012-03-18 07:30:00,18.278,17.88
2012-03-18 07:45:00,18.2513,17.848
2012-03-18 08:00:00,18.282,17.852
2012-03-18 08:15:00,18.3193,17.9067
2012-03-18 08:30:00,18.3867,17.9773
2012-03-18 08:45:00,18.518,18.0713
2012-03-18 09:00:00,18.6427,18.274
2012-03-18 09:15:00,18.8013,18.4667
2012-03-18 09:30:00,18.9927,18.6693
2012-03-18 09:45:00,19.196,18.8907
2012-03-18 10:00:00,19.4273,19.124
2012-03-18 10:15:00,19.668,19.3593
2012-03-18 10:30:00,19.9133,19.612
2012-03-18 10:45:00,20.1853,19.896
2012-03-18 11:00:00,20.4393,20.1787
2012-03-18 11:15:00,20.7053,20.4807
2012-03-18 11:30:00,20.968,20.74
2012-03-18 11:45:00,21.2427,21.008
2012-03-18 12:00:00,21.5107,21.244
2012-03-18 12:15:00,21.8027,21.544
2012-03-18 12:30:00,22.04,21.792
2012-03-18 12:45:00,22.284,22.0333
2012-03-18 13:00:00,22.5053,22.232
2012-03-18 13:15:00,22.7253,22.4133
2012-03-18 13:30:00,22.952,22.608
2012-03-18 13:45:00,23.1547,22.7773
2012-03-18 14:00:00,23.3453,22.924
2012-03-18 14:15:00,23.4933,23.0587
2012-03-18 14:30:00,23.6413,23.1813
2012-03-18 14:45:00,23.788,23.2613
2012-03-18 15:00:00,23.9027,23.368
2012-03-18 15:15:00,24.016,23.4227
2012-03-18 15:30:00,24.0733,23.456
2012-03-18 15:45:00,24.128,23.5
2012-03-18 16:00:00,24.192,23.512
2012-03-18 16:15:00,24.192,23.504
2012-03-18 16:30:00,24.184,23.484
2012-03-18 16:45:00,24.128,23.4773
2012-03-18 17:00:00,24.076,23.4333
2012-03-18 17:15:00,24.008,23.376
2012-03-18 17:30:00,23.9293,23.328
2012-03-18 17:45:00,23.8427,23.248
2012-03-18 18:00:00,23.7573,23.1653
2012-03-18 18:15:00,23.6547,23.088
2012-03-18 18:30:00,23.548,22.9787
2012-03-18 18:45:00,23.444,22.908
2012-03-18 19:00:00,23.3667,22.812
2012-03-18 19:15:00,23.284,22.732
2012-03-18 19:30:00,23.1987,22.62
2012-03-18 19:45:00,23.0933,22.5493
2012-03-18 20:00:00,22.992,22.436
2012-03-18 20:15:00,22.9067,22.352
2012-03-18 20:30:00,22.8147,22.272
2012-03-18 20:45:00,22.7213,22.1627
2012-03-18 21:00:00,22.6093,22.0693
2012-03-18 21:15:00,22.508,21.9787
2012-03-18 21:30:00,22.4013,21.86
2012-03-18 21:45:00,22.2853,21.7853
2012-03-18 22:00:00,22.1987,21.668
2012-03-18 22:15:00,22.0827,21.564
2012-03-18 22:30:00,21.976,21.4293
2012-03-18 22:45:00,21.8653,21.332
2012-03-18 23:00:00,21.7493,21.2053
2012-03-18 23:15:00,21.6267,21.1067
2012-03-18 23:30:00,21.4827,20.952
2012-03-18 23:45:00,21.3667,20.8267
2012-03-19 00:00:00,21.24,20.728
2012-03-19 00:15:00,21.0907,20.5867
2012-03-19 00:30:00,20.968,20.46
2012-03-19 00:45:00,20.836,20.3333
2012-03-19 01:00:00,20.72,20.184
2012-03-19 01:15:00,20.6053,20.0513
2012-03-19 01:30:00,20.4853,19.9513
2012-03-19 01:45:00,20.356,19.8207
2012-03-19 02:00:00,20.228,19.708
2012-03-19 02:15:00,20.104,19.5073
2012-03-19 02:30:00,19.9833,19.4027
2012-03-19 02:45:00,19.8527,19.28
2012-03-19 03:00:00,19.7167,19.1587
2012-03-19 03:15:00,19.5907,18.9833
2012-03-19 03:30:00,19.456,18.8673
2012-03-19 03:45:00,19.3327,18.7433
2012-03-19 04:00:00,19.2033,18.5967
2012-03-19 04:15:00,19.0613,18.472
2012-03-19 04:30:00,18.9253,18.306
2012-03-19 04:45:00,18.8093,18.178
2012-03-19 05:00:00,18.6687,18.068
2012-03-19 05:15:00,18.5507,17.9433
2012-03-19 05:30:00,18.4133,17.8107
2012-03-19 05:45:00,18.2613,17.676
2012-03-19 06:00:00,18.1113,17.508
2012-03-19 06:15:00,17.9547,17.4167
2012-03-19 06:30:00,17.8193,17.284
2012-03-19 06:45:00,17.694,17.1513
2012-03-19 07:00:00,17.5847,17.05
2012-03-19 07:15:00,17.4973,16.9367
2012-03-19 07:30:00,17.428,16.8993
2012-03-19 07:45:00,17.378,16.852
2012-03-19 08:00:00,17.3533,16.8367
2012-03-19 08:15:00,17.3233,16.8
2012-03-19 08:30:00,17.3433,16.8133
2012-03-19 08:45:00,17.3807,16.884
2012-03-19 09:00:00,17.4253,16.94
2012-03-19 09:15:00,17.4513,16.96
2012-03-19 09:30:00,17.476,16.9973
2012-03-19 09:45:00,17.5593,17.11
2012-03-19 10:00:00,17.6953,17.2353
2012-03-19 10:15:00,17.894,17.4653
2012-03-19 10:30:00,18.138,17.6967
2012-03-19 10:45:00,18.37,17.9613
2012-03-19 11:00:00,18.628,18.2707
2012-03-19 11:15:00,18.8673,18.5447
2012-03-19 11:30:00,19.0773,18.7987
2012-03-19 11:45:00,19.2573,18.9633
2012-03-19 12:00:00,19.46,19.144
2012-03-19 12:15:00,19.674,19.3513
2012-03-19 12:30:00,19.8773,19.5573
2012-03-19 12:45:00,20.0227,19.6827
2012-03-19 13:00:00,20.1547,19.7933
2012-03-19 13:15:00,20.3027,19.932
2012-03-19 13:30:00,20.47,20.0893
2012-03-19 13:45:00,20.612,20.206
2012-03-19 14:00:00,20.752,20.326
2012-03-19 14:15:00,20.8893,20.4167
2012-03-19 14:30:00,21.0227,20.508
2012-03-19 14:45:00,21.144,20.564
2012-03-19 15:00:00,21.2653,20.584
2012-03-19 15:15:00,21.3613,20.64
2012-03-19 15:30:00,21.428,20.656
2012-03-19 15:45:00,21.4253,20.624
2012-03-19 16:00:00,21.4013,20.604
2012-03-19 16:15:00,21.3987,20.572
2012-03-19 16:30:00,21.3773,20.516
2012-03-19 16:45:00,21.328,20.4813
2012-03-19 17:00:00,21.232,20.42
2012-03-19 17:15:00,21.1373,20.328
2012-03-19 17:30:00,21.0493,20.2333
2012-03-19 17:45:00,20.9453,20.1507
2012-03-19 18:00:00,20.8373,20.0667
2012-03-19 18:15:00,20.7253,19.9787
2012-03-19 18:30:00,20.624,19.8893
2012-03-19 18:45:00,20.5253,19.7967
2012-03-19 19:00:00,20.41,19.712
2012-03-19 19:15:00,20.2747,19.586
2012-03-19 19:30:00,20.162,19.444
2012-03-19 19:45:00,20.05,19.3553
2012-03-19 20:00:00,19.9227,19.2667
2012-03-19 20:15:00,19.8027,19.1527
2012-03-19 20:30:00,19.6587,19.018
2012-03-19 20:45:00,19.5333,18.8973
2012-03-19 21:00:00,19.3947,18.7627
2012-03-19 21:15:00,19.2573,18.632
2012-03-19 21:30:00,19.1207,18.486
2012-03-19 21:45:00,18.9867,18.3887
2012-03-19 22:00:00,18.8833,18.2767
2012-03-19 22:15:00,18.7667,18.1667
2012-03-19 22:30:00,18.634,18.0167
2012-03-19 22:45:00,18.526,17.9127
2012-03-19 23:00:00,18.3987,17.8187
2012-03-19 23:15:00,18.29,17.7153
2012-03-19 23:30:00,18.17,17.5733
2012-03-19 23:45:00,18.0567,17.4893
2012-03-20 00:00:00,17.934,17.41
2012-03-20 00:15:00,17.8433,17.3013
